barcode_01 0.7894736842105263 0.652089407191448 0.7142350269656543 0.5554942325735416
barcode_02 0.9426231108300049 0.7616390215587677 0.8425212649945474 0.7278935150290934
barcode_03 1.0 0.5841456060522998 0.7374897911158483 0.5841456060522998
barcode_04 0.9505494505494505 0.7475308641975309 0.8369039391845197 0.7195484254307783
barcode_05 0.9099637044842525 0.980464244521338 0.9438993710691824 0.8937589328251548
barcode_06 0.9595872742906277 0.913782420111534 0.9361248710595224 0.8799198755513883
barcode_07 0.970954356846473 0.973729336717196 0.9723398668934576 0.9461687143142787
barcode_08 0.9677962958056225 0.9412674237914479 0.954347533564916 0.9126813776077521
barcode_09 0.9449279655692646 0.9291739083473257 0.9369847211558336 0.8814405021295952
barcode_10 0.9818840579710145 0.950268928628433 0.9658178397639322 0.9338952816044223
barcode_11 0.9530685920577617 0.9639658848614072 0.9584862658840053 0.9202819266685326
barcode_12 0.8838709677419355 0.9914651493598862 0.9345815430691082 0.8771966892345003
barcode_13 0.9921372408863474 0.9179237068574084 0.9535887270418695 0.9112943941688835
barcode_14 0.9492753623188406 0.8350737353765035 0.8885199916724194 0.7994025848556247
barcode_15 0.9424431593777448 0.9871205151793928 0.9642646047695443 0.930995125984848
barcode_16 0.9277034065043787 0.9627528959590028 0.9449032384819412 0.8955607418626015
barcode_17 0.8717948717948718 0.9087974172719936 0.8899116689911669 0.8016584303543011
barcode_18 0.8025372255063278 0.9659881410844183 0.8767094408290752 0.780483227310443
barcode_19 0.7896788940416273 0.9142857142857143 0.8474262061157825 0.7352468107572737
barcode_20 0.9254368419649011 1.0 0.9612746799012075 0.9254368419649011
barcode_21 0.9524375 1.0 0.9756394250776274 0.9524375
barcode_22 1.0 0.7463511152225306 0.8547549329762658 0.7463511152225306
barcode_23 0.976258309591643 0.8566666666666667 0.912561029738127 0.8391836734693877
barcode_24 0.9412870513787945 0.9206049149338374 0.9308311132348417 0.8706118600693041
barcode_25 0.8805858271348671 0.9881155797367841 0.9312569379866985 0.8713571774982041
barcode_26 0.884 0.9047619047619048 0.8942604621446066 0.8087442218798151
barcode_27 1.0 0.8192959198703785 0.9006736187576916 0.8192959198703785
barcode_28 0.9789719626168224 0.866779089376054 0.9194657376632747 0.8509362171217695
barcode_29 0.9933510638297872 0.8924617750606897 0.9402076763943843 0.8871621877724292
barcode_30 0.9827420901246404 0.8258928571428571 0.8975162996532996 0.8140857768428283
barcode_31 0.8274647887323944 0.7421940738912387 0.7825132927601034 0.6427284077163358
barcode_32 0.9109075043630017 0.9240506329113924 0.9174319989453794 0.8474590030849164
barcode_33 0.8918933977156653 1.0 0.9428579842739204 0.8918933977156653
barcode_34 0.87882096069869 1.0 0.9355026147588611 0.87882096069869
barcode_35 0.8519427161077694 0.9884937238493724 0.9151525254209035 0.8435771358328211
barcode_36 0.889239613939653 0.9875239923224568 0.9358082720262683 0.8793605958656424
barcode_37 0.9308294717086569 0.9809672096537624 0.9552408981846413 0.9143168951817009
barcode_38 0.9965576592082617 0.9610767549490291 0.9784956724351112 0.9578967470139811
barcode_39 0.9722222222222222 0.9560975609756097 0.9640924741760943 0.9306742640075973
barcode_40 0.9859611231101512 0.661635298258691 0.7918767888782882 0.6554602888086642
barcode_41 0.9837328767123288 0.9313157781228434 0.9568069690837384 0.917190721877572
barcode_42 0.986639260020555 0.9617071724955543 0.9740136940658048 0.9493437567657712
barcode_43 0.9296482412060302 0.9430882168008048 0.9363200019976327 0.8802647448067821
barcode_44 0.9972047519217331 0.8558255172322388 0.9211217828508662 0.8537773478130565
barcode_45 0.9284930380285285 0.896301619239245 0.9121133823170944 0.8384268796869738
barcode_46 0.9768982630272953 0.8652273926038797 0.9176780469611973 0.8478789923688235
barcode_47 0.6016852327906312 0.9896640826873385 0.7483790745181633 0.5979279023559466
barcode_48 0.8568807339449541 0.8481094826390494 0.8524725466231067 0.7428776924808973
barcode_49 0.8814429705518815 0.9814951887490747 0.9287823435620577 0.8670341998007048
barcode_50 0.8643752448100274 0.9812138728323699 0.9190962099125364 0.8503034389750506
barcode_51 0.8931159420289855 0.9524697110904008 0.9218384222230963 0.8550095284640591
barcode_52 0.9368119285508304 0.9016784221525601 0.9189094751204253 0.8499838394409985
barcode_53 0.8596185418651316 0.9739445546737213 0.9132173302642259 0.8402943437497523
barcode_54 0.8520345906944665 1.0 0.9201065627775072 0.8520345906944665
barcode_55 0.9838969404186796 0.8365351852654925 0.9042516858748133 0.8252366663203505
barcode_56 0.9843878389482333 0.7527540106951872 0.8531276752096607 0.7438732775818108
barcode_57 0.9781327517801804 0.9690346083788707 0.9735624245328672 0.9484867348993903
barcode_58 0.8646866595332428 0.9730182684993471 0.9156594221622502 0.8444389529239404
barcode_59 0.990210843373494 0.8912434484005061 0.9381242271473413 0.8834594885116674
barcode_60 0.919433465085639 0.8981666711686875 0.9086756522794515 0.8326357367334508
barcode_61 0.9912280701754386 0.7284818621298171 0.8397831015475863 0.7238156095362456
barcode_62 0.9604591836734694 0.9462540942845316 0.9533037247399063 0.9107739726149496
barcode_63 0.4665216616566984 1.0 0.636228804325575 0.4665216616566984
barcode_64 1.0 0.8578426789821064 0.9234825840604652 0.8578426789821064
barcode_65 0.986469864698647 0.9079924652787944 0.9456057164056981 0.8968236371523594
barcode_66 1.0 0.8751457339692634 0.933416233325797 0.8751457339692634
barcode_67 1.0 0.09095180644512653 0.1667384496873305 0.09095180644512653
barcode_68 0.9765042877133392 0.8778344031222785 0.9245442192277206 0.8596766466435374
barcode_69 0.9841269841269841 0.7766521948866377 0.8681660839464941 0.7670437081207352
barcode_70 0.9889196675900277 0.8821054599850411 0.9324636269298375 0.8734724646881448
